S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
10544,04/03/2021,Meghalaya,13966,14,13804,148
10545,06/03/2021,Meghalaya,13968,14,13806,148
10546,07/03/2021,Meghalaya,13970,12,13810,148
10547,08/03/2021,Meghalaya,13972,13,13811,148
10548,09/03/2021,Meghalaya,13973,12,13813,148
10549,10/03/2021,Meghalaya,13977,14,13815,148
10550,11/03/2021,Meghalaya,13983,19,13816,148
10551,13/03/2021,Meghalaya,13986,20,13818,148
10552,14/03/2021,Meghalaya,13992,26,13818,148
10553,15/03/2021,Meghalaya,13997,29,13820,148
10554,16/03/2021,Meghalaya,13997,29,13820,148
10555,17/03/2021,Meghalaya,14000,31,13821,148
10556,18/03/2021,Meghalaya,14002,30,13824,148
10557,19/03/2021,Meghalaya,14005,32,13825,148
10558,20/03/2021,Meghalaya,14008,31,13829,148
10559,21/03/2021,Meghalaya,14012,28,13835,149
10560,22/03/2021,Meghalaya,14016,30,13837,149
10561,23/03/2021,Meghalaya,14016,29,13838,149
10562,24/03/2021,Meghalaya,14017,25,13843,149
10563,25/03/2021,Meghalaya,14019,22,13848,149
10564,27/03/2021,Meghalaya,14029,26,13853,150
10565,28/03/2021,Meghalaya,14031,26,13855,150
10566,29/03/2021,Meghalaya,14032,26,13856,150
10567,30/03/2021,Meghalaya,14034,26,13858,150
10568,31/03/2021,Meghalaya,14056,45,13861,150
10569,01/04/2021,Meghalaya,14065,49,13866,150
10570,02/04/2021,Meghalaya,14067,50,13867,150
10571,03/04/2021,Meghalaya,14082,64,13868,150
10572,04/04/2021,Meghalaya,14106,88,13868,150
10573,05/04/2021,Meghalaya,14122,102,13870,150
10574,06/04/2021,Meghalaya,14126,99,13877,150
10575,07/04/2021,Meghalaya,14135,104,13881,150
10576,08/04/2021,Meghalaya,14140,108,13882,150
10577,09/04/2021,Meghalaya,14165,131,13883,151
10578,10/04/2021,Meghalaya,14207,167,13889,151
10579,11/04/2021,Meghalaya,14246,202,13893,151
10580,12/04/2021,Meghalaya,14273,189,13933,151
10581,13/04/2021,Meghalaya,14300,193,13956,151
10582,14/04/2021,Meghalaya,14387,270,13966,151
10583,15/04/2021,Meghalaya,14485,363,13971,151
10584,16/04/2021,Meghalaya,14582,457,13974,151
10585,17/04/2021,Meghalaya,14703,565,13986,152
10586,18/04/2021,Meghalaya,14798,649,13997,152
10587,19/04/2021,Meghalaya,14871,680,14038,153
10588,20/04/2021,Meghalaya,14979,754,14071,154
10589,21/04/2021,Meghalaya,15116,857,14105,154
10590,22/04/2021,Meghalaya,15308,1021,14130,157
10591,23/04/2021,Meghalaya,15488,1133,14198,157
10592,24/04/2021,Meghalaya,15631,1238,14236,157
10593,25/04/2021,Meghalaya,15786,1244,14384,158
10594,26/04/2021,Meghalaya,15994,1388,14446,160
10595,27/04/2021,Meghalaya,16124,1403,14560,161
10596,28/04/2021,Meghalaya,16271,1456,14650,165
10597,29/04/2021,Meghalaya,16430,1475,14788,167
10598,30/04/2021,Meghalaya,16617,1531,14917,169
10599,01/05/2021,Meghalaya,16846,1592,15083,171
10600,02/05/2021,Meghalaya,17108,1659,15275,174
10601,03/05/2021,Meghalaya,17429,1821,15429,179
10602,04/05/2021,Meghalaya,17675,1884,15606,185
10603,05/05/2021,Meghalaya,18014,2019,15810,185
10604,06/05/2021,Meghalaya,18283,2135,15957,191
10605,07/05/2021,Meghalaya,18630,2351,16086,193
10606,08/05/2021,Meghalaya,18927,2466,16262,199
10607,09/05/2021,Meghalaya,19302,2678,16414,210
10608,10/05/2021,Meghalaya,19720,2899,16593,228
10609,11/05/2021,Meghalaya,20129,3062,16834,233
10610,12/05/2021,Meghalaya,20579,3297,17040,242
10611,13/05/2021,Meghalaya,20985,3381,17354,250
10612,14/05/2021,Meghalaya,20985,3381,17354,250
10613,15/05/2021,Meghalaya,21576,3726,17582,268
10614,16/05/2021,Meghalaya,22763,4338,18124,301
10615,17/05/2021,Meghalaya,23332,4534,18478,320
10616,18/05/2021,Meghalaya,23966,4915,18715,336
10617,19/05/2021,Meghalaya,24872,5332,19185,355
10618,20/05/2021,Meghalaya,25744,5769,19596,379
10619,21/05/2021,Meghalaya,26927,6477,20061,389
10620,22/05/2021,Meghalaya,27755,6861,20480,414
10621,23/05/2021,Meghalaya,28878,7454,20989,435
10622,24/05/2021,Meghalaya,29681,7680,21542,459
10623,25/05/2021,Meghalaya,30492,7788,22221,483
10624,26/05/2021,Meghalaya,31449,7971,22976,502
10625,27/05/2021,Meghalaya,32295,8055,23728,512
10626,28/05/2021,Meghalaya,33104,8255,24325,524
10627,30/05/2021,Meghalaya,34448,7741,26156,551
10628,31/05/2021,Meghalaya,35190,7496,27130,564
10629,01/06/2021,Meghalaya,35598,6913,28107,578
10630,02/06/2021,Meghalaya,36065,6606,28867,592
10631,03/06/2021,Meghalaya,36597,6403,29578,616
10632,04/06/2021,Meghalaya,37149,6352,30172,625
10633,05/06/2021,Meghalaya,37733,6110,30980,643
10634,06/06/2021,Meghalaya,38230,5797,31781,652
10635,07/06/2021,Meghalaya,38718,5583,32471,664
10636,08/06/2021,Meghalaya,39156,5327,33160,669
10637,09/06/2021,Meghalaya,39535,4924,33933,678
10638,10/06/2021,Meghalaya,39983,4849,34440,694
10639,11/06/2021,Meghalaya,40586,5015,34867,704
10640,12/06/2021,Meghalaya,41100,4993,35393,714
10641,13/06/2021,Meghalaya,41601,4871,36003,727
10642,14/06/2021,Meghalaya,41906,4623,36550,733
10643,15/06/2021,Meghalaya,42309,4529,37037,743
10644,16/06/2021,Meghalaya,42759,4430,37579,750
10645,17/06/2021,Meghalaya,43254,4464,38032,758
10646,18/06/2021,Meghalaya,43732,4609,38361,762
10647,19/06/2021,Meghalaya,44382,4819,38792,771
10648,20/06/2021,Meghalaya,44896,4743,39377,776
10649,21/06/2021,Meghalaya,45286,4587,39919,780
10650,22/06/2021,Meghalaya,45555,4196,40574,785
10651,23/06/2021,Meghalaya,45976,4273,40915,788
10652,26/03/2020,Mizoram,1,1,0,0
10653,27/03/2020,Mizoram,1,1,0,0
10654,28/03/2020,Mizoram,1,1,0,0
10655,29/03/2020,Mizoram,1,1,0,0
10656,30/03/2020,Mizoram,1,1,0,0
10657,31/03/2020,Mizoram,1,1,0,0
10658,01/04/2020,Mizoram,1,1,0,0
10659,02/04/2020,Mizoram,1,1,0,0
10660,03/04/2020,Mizoram,1,1,0,0
10661,04/04/2020,Mizoram,1,1,0,0
10662,05/04/2020,Mizoram,1,1,0,0
10663,06/04/2020,Mizoram,1,1,0,0
10664,07/04/2020,Mizoram,1,1,0,0
10665,08/04/2020,Mizoram,1,1,0,0
10666,09/04/2020,Mizoram,1,1,0,0
10667,10/04/2020,Mizoram,1,1,0,0
10668,11/04/2020,Mizoram,1,1,0,0
10669,12/04/2020,Mizoram,1,1,0,0
10670,13/04/2020,Mizoram,1,1,0,0
10671,14/04/2020,Mizoram,1,1,0,0
10672,15/04/2020,Mizoram,1,1,0,0
10673,16/04/2020,Mizoram,1,1,0,0
10674,17/04/2020,Mizoram,1,1,0,0
10675,18/04/2020,Mizoram,1,1,0,0
10676,19/04/2020,Mizoram,1,1,0,0
10677,20/04/2020,Mizoram,1,1,0,0
10678,21/04/2020,Mizoram,1,1,0,0
10679,22/04/2020,Mizoram,1,1,0,0
10680,23/04/2020,Mizoram,1,1,0,0
10681,24/04/2020,Mizoram,1,1,0,0
10682,25/04/2020,Mizoram,1,1,0,0
10683,26/04/2020,Mizoram,1,1,0,0
10684,27/04/2020,Mizoram,1,1,0,0
10685,28/04/2020,Mizoram,1,1,0,0
10686,29/04/2020,Mizoram,1,1,0,0
10687,30/04/2020,Mizoram,1,1,0,0
10688,01/05/2020,Mizoram,1,1,0,0
10689,02/05/2020,Mizoram,1,1,0,0
10690,03/05/2020,Mizoram,1,1,0,0
10691,04/05/2020,Mizoram,1,1,0,0
10692,05/05/2020,Mizoram,1,1,0,0
10693,06/05/2020,Mizoram,1,1,0,0
10694,07/05/2020,Mizoram,1,1,0,0
10695,08/05/2020,Mizoram,1,1,0,0
10696,09/05/2020,Mizoram,1,1,0,0
10697,10/05/2020,Mizoram,1,0,1,0
10698,11/05/2020,Mizoram,1,0,1,0
10699,12/05/2020,Mizoram,1,0,1,0
10700,13/05/2020,Mizoram,1,0,1,0
10701,14/05/2020,Mizoram,1,0,1,0
10702,15/05/2020,Mizoram,1,0,1,0
10703,16/05/2020,Mizoram,1,0,1,0
10704,17/05/2020,Mizoram,1,0,1,0
10705,18/05/2020,Mizoram,1,0,1,0
10706,19/05/2020,Mizoram,1,0,1,0
10707,20/05/2020,Mizoram,1,0,1,0
10708,21/05/2020,Mizoram,1,0,1,0
10709,22/05/2020,Mizoram,1,0,1,0
10710,23/05/2020,Mizoram,1,0,1,0
10711,24/05/2020,Mizoram,1,0,1,0
10712,25/05/2020,Mizoram,1,0,1,0
10713,26/05/2020,Mizoram,1,0,1,0
10714,27/05/2020,Mizoram,1,0,1,0
10715,28/05/2020,Mizoram,1,0,1,0
10716,29/05/2020,Mizoram,1,0,1,0
10717,30/05/2020,Mizoram,1,0,1,0
10718,31/05/2020,Mizoram,1,0,1,0
10719,01/06/2020,Mizoram,1,0,1,0
10720,02/06/2020,Mizoram,1,0,1,0
10721,03/06/2020,Mizoram,13,12,1,0
10722,04/06/2020,Mizoram,14,13,1,0
10723,05/06/2020,Mizoram,17,16,1,0
10724,06/06/2020,Mizoram,22,21,1,0
10725,07/06/2020,Mizoram,24,23,1,0
10726,08/06/2020,Mizoram,34,33,1,0
10727,09/06/2020,Mizoram,42,41,1,0
10728,10/06/2020,Mizoram,88,87,1,0
10729,11/06/2020,Mizoram,93,92,1,0
10730,12/06/2020,Mizoram,102,101,1,0
10731,13/06/2020,Mizoram,104,103,1,0
10732,14/06/2020,Mizoram,107,106,1,0
10733,15/06/2020,Mizoram,112,111,1,0
10734,16/06/2020,Mizoram,117,116,1,0
10735,17/06/2020,Mizoram,121,120,1,0
10736,18/06/2020,Mizoram,121,120,1,0
10737,19/06/2020,Mizoram,130,129,1,0
10738,20/06/2020,Mizoram,130,129,1,0
10739,21/06/2020,Mizoram,140,131,9,0
10740,22/06/2020,Mizoram,141,132,9,0
10741,23/06/2020,Mizoram,141,132,9,0
10742,24/06/2020,Mizoram,142,133,9,0
10743,25/06/2020,Mizoram,142,123,19,0
10744,26/06/2020,Mizoram,145,115,30,0
10745,27/06/2020,Mizoram,145,115,30,0
10746,28/06/2020,Mizoram,148,93,55,0
10747,29/06/2020,Mizoram,148,93,55,0
10748,30/06/2020,Mizoram,148,93,55,0
10749,01/07/2020,Mizoram,160,38,122,0
10750,02/07/2020,Mizoram,160,37,123,0
10751,03/07/2020,Mizoram,162,36,126,0
10752,04/07/2020,Mizoram,162,36,126,0
10753,05/07/2020,Mizoram,164,34,130,0
10754,06/07/2020,Mizoram,186,56,130,0
10755,07/07/2020,Mizoram,197,64,133,0
10756,08/07/2020,Mizoram,197,64,133,0
10757,09/07/2020,Mizoram,197,64,133,0
10758,10/07/2020,Mizoram,197,64,133,0
10759,11/07/2020,Mizoram,226,83,143,0
10760,12/07/2020,Mizoram,227,77,150,0
10761,13/07/2020,Mizoram,231,81,150,0
10762,14/07/2020,Mizoram,233,82,151,0
10763,15/07/2020,Mizoram,238,79,159,0
10764,16/07/2020,Mizoram,238,79,159,0
10765,17/07/2020,Mizoram,272,112,160,0
10766,18/07/2020,Mizoram,282,122,160,0
10767,19/07/2020,Mizoram,284,117,167,0
10768,20/07/2020,Mizoram,284,117,167,0
10769,21/07/2020,Mizoram,297,129,168,0
10770,22/07/2020,Mizoram,317,149,168,0
10771,23/07/2020,Mizoram,317,138,179,0
10772,24/07/2020,Mizoram,332,149,183,0
10773,25/07/2020,Mizoram,361,178,183,0
10774,26/07/2020,Mizoram,361,178,183,0
10775,27/07/2020,Mizoram,361,168,193,0
10776,28/07/2020,Mizoram,384,191,193,0
10777,29/07/2020,Mizoram,384,186,198,0
10778,30/07/2020,Mizoram,398,183,215,0
10779,31/07/2020,Mizoram,408,174,234,0
10780,01/08/2020,Mizoram,412,165,247,0
10781,02/08/2020,Mizoram,468,215,253,0
10782,03/08/2020,Mizoram,482,224,258,0
10783,04/08/2020,Mizoram,501,235,266,0
10784,05/08/2020,Mizoram,504,222,282,0
10785,06/08/2020,Mizoram,537,251,286,0
10786,07/08/2020,Mizoram,539,251,288,0
10787,08/08/2020,Mizoram,566,277,289,0
10788,09/08/2020,Mizoram,593,297,296,0
10789,10/08/2020,Mizoram,620,322,298,0
10790,11/08/2020,Mizoram,623,300,323,0
10791,12/08/2020,Mizoram,648,325,323,0
10792,13/08/2020,Mizoram,649,319,330,0
10793,14/08/2020,Mizoram,649,306,343,0
10794,15/08/2020,Mizoram,657,309,348,0
10795,16/08/2020,Mizoram,777,421,356,0
10796,17/08/2020,Mizoram,789,418,371,0
10797,18/08/2020,Mizoram,789,417,372,0
10798,19/08/2020,Mizoram,860,481,379,0
10799,20/08/2020,Mizoram,873,489,384,0
10800,21/08/2020,Mizoram,895,493,402,0
10801,22/08/2020,Mizoram,903,483,420,0
10802,23/08/2020,Mizoram,917,494,423,0
10803,24/08/2020,Mizoram,918,459,459,0
10804,25/08/2020,Mizoram,953,492,461,0
10805,26/08/2020,Mizoram,967,503,464,0
10806,27/08/2020,Mizoram,967,494,473,0
10807,28/08/2020,Mizoram,974,474,500,0
10808,29/08/2020,Mizoram,1003,494,509,0
10809,30/08/2020,Mizoram,1008,424,584,0
10810,31/08/2020,Mizoram,1011,422,589,0
10811,01/09/2020,Mizoram,1011,420,591,0
10812,02/09/2020,Mizoram,1020,408,612,0
10813,03/09/2020,Mizoram,1020,359,661,0
10814,04/09/2020,Mizoram,1040,369,671,0
10815,05/09/2020,Mizoram,1046,363,683,0
10816,06/09/2020,Mizoram,1062,344,718,0
10817,07/09/2020,Mizoram,1114,380,734,0
10818,08/09/2020,Mizoram,1114,379,735,0
10819,09/09/2020,Mizoram,1123,378,745,0
10820,10/09/2020,Mizoram,1192,442,750,0
10821,11/09/2020,Mizoram,1333,583,750,0
10822,12/09/2020,Mizoram,1379,589,790,0
10823,13/09/2020,Mizoram,1414,591,823,0
10824,14/09/2020,Mizoram,1428,598,830,0
10825,15/09/2020,Mizoram,1468,549,919,0
10826,16/09/2020,Mizoram,1480,558,922,0
10827,17/09/2020,Mizoram,1506,567,939,0
10828,18/09/2020,Mizoram,1534,585,949,0
10829,19/09/2020,Mizoram,1548,575,973,0
10830,20/09/2020,Mizoram,1578,588,990,0
10831,21/09/2020,Mizoram,1585,583,1002,0
10832,22/09/2020,Mizoram,1692,680,1012,0
10833,23/09/2020,Mizoram,1713,690,1023,0
10834,24/09/2020,Mizoram,1713,618,1095,0
10835,25/09/2020,Mizoram,1786,681,1105,0
10836,26/09/2020,Mizoram,1835,546,1289,0
10837,27/09/2020,Mizoram,1865,549,1316,0
10838,28/09/2020,Mizoram,1908,535,1373,0
10839,29/09/2020,Mizoram,1958,499,1459,0
10840,30/09/2020,Mizoram,1986,410,1576,0
10841,01/10/2020,Mizoram,2017,420,1597,0
10842,02/10/2020,Mizoram,2049,328,1721,0
10843,03/10/2020,Mizoram,2103,344,1759,0
10844,04/10/2020,Mizoram,2120,348,1772,0
10845,05/10/2020,Mizoram,2120,313,1807,0
10846,06/10/2020,Mizoram,2128,291,1837,0
10847,07/10/2020,Mizoram,2148,261,1887,0
10848,08/10/2020,Mizoram,2150,231,1919,0
10849,09/10/2020,Mizoram,2157,220,1937,0
10850,10/10/2020,Mizoram,2162,188,1974,0
10851,11/10/2020,Mizoram,2175,191,1984,0
10852,12/10/2020,Mizoram,2184,174,2010,0
10853,13/10/2020,Mizoram,2202,156,2046,0
10854,14/10/2020,Mizoram,2212,119,2093,0
10855,15/10/2020,Mizoram,2220,112,2108,0
10856,16/10/2020,Mizoram,2229,108,2121,0
10857,17/10/2020,Mizoram,2245,112,2133,0
10858,18/10/2020,Mizoram,2253,108,2145,0
10859,19/10/2020,Mizoram,2253,105,2148,0
10860,20/10/2020,Mizoram,2280,129,2151,0
10861,21/10/2020,Mizoram,2310,145,2165,0
10862,22/10/2020,Mizoram,2341,167,2174,0
10863,23/10/2020,Mizoram,2359,184,2175,0
10864,24/10/2020,Mizoram,2387,198,2189,0
10865,25/10/2020,Mizoram,2447,249,2198,0
10866,26/10/2020,Mizoram,2493,290,2203,0
10867,27/10/2020,Mizoram,2527,315,2212,0
10868,28/10/2020,Mizoram,2607,374,2233,0
10869,29/10/2020,Mizoram,2656,417,2238,1
10870,30/10/2020,Mizoram,2694,435,2258,1
10871,31/10/2020,Mizoram,2722,437,2284,1
10872,01/11/2020,Mizoram,2753,461,2291,1
10873,02/11/2020,Mizoram,2757,433,2323,1
10874,03/11/2020,Mizoram,2792,444,2347,1
10875,04/11/2020,Mizoram,2893,516,2376,1
10876,05/11/2020,Mizoram,2958,521,2435,2
10877,06/11/2020,Mizoram,2990,515,2473,2
10878,07/11/2020,Mizoram,3032,545,2485,2
10879,08/11/2020,Mizoram,3090,562,2526,2
10880,09/11/2020,Mizoram,3096,476,2618,2
10881,10/11/2020,Mizoram,3156,498,2656,2
10882,11/11/2020,Mizoram,3217,529,2686,2
10883,12/11/2020,Mizoram,3242,552,2688,2
10884,13/11/2020,Mizoram,3309,568,2739,2
10885,14/11/2020,Mizoram,3368,573,2792,3
10886,15/11/2020,Mizoram,3393,569,2820,4
10887,16/11/2020,Mizoram,3396,516,2876,4
10888,17/11/2020,Mizoram,3444,524,2915,5
10889,18/11/2020,Mizoram,3481,504,2972,5
10890,19/11/2020,Mizoram,3513,487,3021,5
10891,20/11/2020,Mizoram,3541,511,3025,5
10892,21/11/2020,Mizoram,3607,491,3111,5
10893,22/11/2020,Mizoram,3647,485,3157,5
10894,23/11/2020,Mizoram,3660,463,3192,5
10895,24/11/2020,Mizoram,3710,502,3203,5
10896,25/11/2020,Mizoram,3745,442,3298,5
10897,26/11/2020,Mizoram,3765,441,3319,5
10898,27/11/2020,Mizoram,3788,431,3352,5
10899,28/11/2020,Mizoram,3806,434,3367,5
10900,29/11/2020,Mizoram,3822,392,3425,5
10901,30/11/2020,Mizoram,3826,381,3440,5
10902,01/12/2020,Mizoram,3847,343,3499,5
10903,02/12/2020,Mizoram,3869,291,3572,6
10904,03/12/2020,Mizoram,3881,291,3584,6
10905,04/12/2020,Mizoram,3888,235,3647,6
10906,05/12/2020,Mizoram,3913,217,3690,6
10907,06/12/2020,Mizoram,3934,220,3708,6
10908,07/12/2020,Mizoram,3936,202,3728,6
10909,08/12/2020,Mizoram,3968,205,3757,6
10910,09/12/2020,Mizoram,3977,199,3772,6
10911,10/12/2020,Mizoram,3994,204,3784,6
10912,11/12/2020,Mizoram,4008,202,3800,6
10913,12/12/2020,Mizoram,4024,197,3820,7
10914,13/12/2020,Mizoram,4035,192,3836,7
10915,14/12/2020,Mizoram,4040,186,3847,7
10916,15/12/2020,Mizoram,4049,173,3869,7
10917,17/12/2020,Mizoram,4085,171,3907,7
10918,18/12/2020,Mizoram,4094,164,3923,7
10919,19/12/2020,Mizoram,4110,160,3943,7
10920,20/12/2020,Mizoram,4122,158,3957,7
10921,21/12/2020,Mizoram,4124,154,3963,7
10922,22/12/2020,Mizoram,4133,153,3973,7
10923,23/12/2020,Mizoram,4141,145,3989,7
10924,24/12/2020,Mizoram,4156,140,4008,8
10925,25/12/2020,Mizoram,4178,146,4024,8
10926,26/12/2020,Mizoram,4178,134,4036,8
10927,27/12/2020,Mizoram,4182,128,4046,8
10928,28/12/2020,Mizoram,4184,127,4049,8
10929,29/12/2020,Mizoram,4190,114,4068,8
10930,30/12/2020,Mizoram,4199,103,4088,8
10931,31/12/2020,Mizoram,4204,105,4091,8
10932,03/01/2021,Mizoram,4223,104,4111,8
10933,04/01/2021,Mizoram,4223,88,4127,8
10934,05/01/2021,Mizoram,4234,79,4147,8
10935,06/01/2021,Mizoram,4247,86,4153,8
10936,07/01/2021,Mizoram,4256,88,4160,8
10937,08/01/2021,Mizoram,4259,79,4172,8
10938,09/01/2021,Mizoram,4275,82,4185,8
10939,10/01/2021,Mizoram,4292,98,4186,8
10940,11/01/2021,Mizoram,4293,92,4192,9
10941,12/01/2021,Mizoram,4299,96,4194,9
10942,13/01/2021,Mizoram,4303,94,4200,9
10943,14/01/2021,Mizoram,4310,101,4200,9
10944,15/01/2021,Mizoram,4310,96,4205,9
10945,16/01/2021,Mizoram,4314,80,4225,9
10946,17/01/2021,Mizoram,4322,85,4228,9
10947,18/01/2021,Mizoram,4323,79,4235,9
10948,19/01/2021,Mizoram,4329,79,4241,9
10949,20/01/2021,Mizoram,4334,67,4258,9
10950,21/01/2021,Mizoram,4346,69,4268,9
10951,22/01/2021,Mizoram,4349,64,4276,9
10952,23/01/2021,Mizoram,4349,58,4282,9
10953,24/01/2021,Mizoram,4351,58,4284,9
10954,25/01/2021,Mizoram,4351,53,4289,9
10955,27/01/2021,Mizoram,4359,47,4303,9
10956,28/01/2021,Mizoram,4362,42,4311,9
10957,29/01/2021,Mizoram,4363,41,4313,9
10958,30/01/2021,Mizoram,4366,39,4318,9
10959,31/01/2021,Mizoram,4372,40,4323,9
10960,01/02/2021,Mizoram,4372,33,4330,9
10961,02/02/2021,Mizoram,4373,31,4333,9
10962,03/02/2021,Mizoram,4376,33,4334,9
10963,04/02/2021,Mizoram,4376,30,4337,9
10964,05/02/2021,Mizoram,4376,25,4342,9
10965,06/02/2021,Mizoram,4381,27,4345,9
10966,07/02/2021,Mizoram,4382,23,4350,9
10967,08/02/2021,Mizoram,4383,24,4350,9
10968,09/02/2021,Mizoram,4386,24,4353,9
10969,10/02/2021,Mizoram,4388,21,4358,9
10970,11/02/2021,Mizoram,4390,22,4359,9
10971,12/02/2021,Mizoram,4391,21,4361,9
10972,13/02/2021,Mizoram,4392,20,4363,9
10973,14/02/2021,Mizoram,4392,20,4363,9
10974,15/02/2021,Mizoram,4392,17,4366,9
10975,16/02/2021,Mizoram,4395,18,4367,10
10976,17/02/2021,Mizoram,4396,18,4368,10
10977,18/02/2021,Mizoram,4399,20,4369,10
10978,19/02/2021,Mizoram,4405,23,4372,10
10979,20/02/2021,Mizoram,4407,24,4373,10
10980,21/02/2021,Mizoram,4409,22,4377,10
10981,22/02/2021,Mizoram,4409,22,4377,10
10982,23/02/2021,Mizoram,4410,21,4379,10
10983,24/02/2021,Mizoram,4413,24,4379,10
10984,25/02/2021,Mizoram,4413,23,4380,10
10985,26/02/2021,Mizoram,4419,27,4382,10
10986,27/02/2021,Mizoram,4422,26,4386,10
10987,01/03/2021,Mizoram,4423,20,4393,10
10988,02/03/2021,Mizoram,4426,20,4396,10
10989,03/03/2021,Mizoram,4427,20,4397,10
10990,04/03/2021,Mizoram,4427,19,4398,10
10991,06/03/2021,Mizoram,4428,14,4404,10
10992,07/03/2021,Mizoram,4428,9,4409,10
10993,08/03/2021,Mizoram,4428,8,4410,10
10994,09/03/2021,Mizoram,4432,10,4412,10
10995,10/03/2021,Mizoram,4434,9,4415,10
10996,11/03/2021,Mizoram,4434,9,4415,10
10997,13/03/2021,Mizoram,4435,9,4416,10
10998,14/03/2021,Mizoram,4436,10,4416,10
10999,15/03/2021,Mizoram,4437,11,4416,10
11000,16/03/2021,Mizoram,4439,12,4417,10
11001,17/03/2021,Mizoram,4442,15,4417,10
11002,18/03/2021,Mizoram,4445,17,4417,11
11003,19/03/2021,Mizoram,4445,13,4421,11
11004,20/03/2021,Mizoram,4446,14,4421,11
11005,21/03/2021,Mizoram,4447,15,4421,11
11006,22/03/2021,Mizoram,4448,14,4423,11
11007,23/03/2021,Mizoram,4451,17,4423,11
11008,24/03/2021,Mizoram,4452,18,4423,11
11009,25/03/2021,Mizoram,4454,18,4425,11
11010,27/03/2021,Mizoram,4463,26,4426,11
11011,28/03/2021,Mizoram,4465,26,4428,11
11012,29/03/2021,Mizoram,4465,26,4428,11
11013,30/03/2021,Mizoram,4468,29,4428,11
11014,31/03/2021,Mizoram,4473,28,4434,11
11015,01/04/2021,Mizoram,4476,31,4434,11
11016,02/04/2021,Mizoram,4484,37,4436,11
11017,03/04/2021,Mizoram,4487,40,4436,11
11018,04/04/2021,Mizoram,4490,40,4439,11
11019,05/04/2021,Mizoram,4491,41,4439,11
11020,06/04/2021,Mizoram,4500,45,4444,11
11021,07/04/2021,Mizoram,4508,50,4447,11
11022,08/04/2021,Mizoram,4522,60,4451,11
11023,09/04/2021,Mizoram,4558,93,4454,11
11024,10/04/2021,Mizoram,4583,115,4457,11
11025,11/04/2021,Mizoram,4612,143,4458,11
11026,12/04/2021,Mizoram,4619,143,4464,12
11027,13/04/2021,Mizoram,4655,175,4468,12
11028,14/04/2021,Mizoram,4685,204,4469,12
11029,15/04/2021,Mizoram,4722,240,4470,12
11030,16/04/2021,Mizoram,4747,258,4477,12
11031,17/04/2021,Mizoram,4809,315,4482,12
11032,18/04/2021,Mizoram,4859,364,4483,12
11033,19/04/2021,Mizoram,4904,383,4509,12
11034,20/04/2021,Mizoram,4995,437,4546,12
11035,21/04/2021,Mizoram,5085,504,4569,12
11036,22/04/2021,Mizoram,5158,570,4576,12
11037,23/04/2021,Mizoram,5220,608,4600,12
11038,24/04/2021,Mizoram,5283,644,4627,12
11039,25/04/2021,Mizoram,5388,712,4663,13
11040,26/04/2021,Mizoram,5410,726,4671,13
11041,27/04/2021,Mizoram,5513,769,4731,13
11042,28/04/2021,Mizoram,5742,986,4743,13
11043,29/04/2021,Mizoram,5880,1075,4792,13
11044,30/04/2021,Mizoram,6019,1123,4882,14
11045,01/05/2021,Mizoram,6020,1079,4926,15
11046,02/05/2021,Mizoram,6299,1299,4985,15
11047,03/05/2021,Mizoram,6358,1296,5046,16
11048,04/05/2021,Mizoram,6556,1427,5112,17
11049,05/05/2021,Mizoram,6794,1609,5168,17
11050,06/05/2021,Mizoram,6964,1642,5305,17
11051,07/05/2021,Mizoram,7147,1779,5351,17
11052,08/05/2021,Mizoram,7382,1906,5459,17
11053,09/05/2021,Mizoram,7551,1951,5583,17
11054,10/05/2021,Mizoram,7623,1847,5755,21
11055,11/05/2021,Mizoram,7796,1854,5920,22
11056,12/05/2021,Mizoram,8035,2010,6002,23
11057,13/05/2021,Mizoram,8176,2033,6120,23
11058,14/05/2021,Mizoram,8176,2033,6120,23
11059,15/05/2021,Mizoram,8377,2150,6204,23
11060,16/05/2021,Mizoram,8680,2158,6498,24
11061,17/05/2021,Mizoram,8829,2117,6687,25
11062,18/05/2021,Mizoram,9068,2108,6932,28
11063,19/05/2021,Mizoram,9252,2129,7094,29
11064,20/05/2021,Mizoram,9444,2143,7271,30
11065,21/05/2021,Mizoram,9740,2303,7407,30
11066,22/05/2021,Mizoram,10024,2473,7521,30
11067,23/05/2021,Mizoram,10220,2453,7736,31
11068,24/05/2021,Mizoram,10333,2461,7839,33
11069,25/05/2021,Mizoram,10622,2569,8019,34
11070,26/05/2021,Mizoram,10937,2743,8160,34
11071,27/05/2021,Mizoram,11143,2817,8292,34
11072,28/05/2021,Mizoram,11382,2861,8487,34
11073,30/05/2021,Mizoram,11988,3089,8863,36
11074,31/05/2021,Mizoram,12087,3034,9015,38
11075,01/06/2021,Mizoram,12399,3145,9214,40
11076,02/06/2021,Mizoram,12634,3243,9347,44
11077,03/06/2021,Mizoram,12859,3320,9494,45
11078,04/06/2021,Mizoram,13064,3415,9602,47
11079,05/06/2021,Mizoram,13300,3433,9816,51
11080,06/06/2021,Mizoram,13567,3363,10151,53
11081,07/06/2021,Mizoram,13679,3279,10345,55
11082,08/06/2021,Mizoram,13996,3388,10553,55
11083,09/06/2021,Mizoram,14196,3370,10769,57
11084,10/06/2021,Mizoram,14534,3585,10891,58
